18
801 1713
103 552 475
830 102 464
683 419 579
567 677 752
195 119 335
721 465 1000
683 697 208
121 31 783
847 648 171
283 105 609
150 511 577
438 242 852
778 383 791
85 116 553
452 27 164
239 835 661
718 743 72
26 203 408
516 439 226
425 276 40
783 209 736
759 821 707
767 196 956
461 188 477
47 849 123
299 710 165
617 331 286
276 435 188
571 221 625
716 665 422
14 347 678
850 593 326
396 489 939
744 803 699
608 673 578
746 50 352
674 535 556
222 854 316
522 323 71
140 422 152
328 504 851
149 815 992
273 367 48
657 448 256
275 53 635
661 236 387
803 362 668
509 792 845
655 3 43
47 25 734
730 527 169
252 339 358
61 336 307
226 461 704
114 392 722
166 635 821
147 63 670
134 687 174
378 20 821
296 320 180
637 270 480
632 705 910
608 685 473
461 684 848
833 182 555
130 580 712
174 828 457
926 1871
422 644 591
833 646 844
217 161 77
203 25 43
182 605 29
711 534 776
827 12 989
665 613 895
294 631 445
841 534 50
328 300 319
563 771 328
536 84 19
211 147 532
197 671 774
693 540 266
391 462 300
173 23 395
188 424 384
874 539 278
248 161 977
171 656 968
260 8 725
757 221 341
106 316 28
596 24 77
624 485 423
249 174 225
29 798 23
381 512 219
849 671 249
521 27 945
514 49 403
370 870 318
126 23 650
617 70 466
291 819 618
143 495 873
90 267 329
125 396 563
203 919 690
883 596 610
710 241 298
125 533 182
831 368 874
40 453 8
321 822 822
668 229 291
309 308 130
406 187 334
74 156 947
466 895 264
660 435 193
57 418 910
382 865 715
484 267 715
575 423 697
881 505 12
304 29 237
785 260 937
173 159 195
267 705 419
860 746 639
642 604 640
570 765 5
149 731 790
765 768 538
498 171 525
757 601 323
839 329 41
531 650 646
863 569 23
190 509 452
32 801 875
398 171 594
833 736 39
331 674 353
670 679 264
88 355 200
207 765 536
496 347 804
648 650 557
703 208 437
749 228 40
569 444 990
215 588 865
634 176 467
702 643 100
225 677 622
812 916 841
785 823 404
271 374 100
299 276 944
139 158 85
280 413 132
859 152 662
705 818 434
756 703 701
847 538 946
30 628 31
565 807 265
44 615 990
236 411 20
50 347 75
308 42 787
670 765 45
705 640 43
572 842 597
301 668 887
597 280 530
49 400 905
686 899 168
596 308 592
296 1 829
27 46 757
79 3 376
157 311 234
712 53 116
434 70 770
882 139 440
313 329 888
712 58 705
199 454 993
606 473 947
120 335 416
278 544 117
183 24 871
887 731 94
303 447 617
15 70 503
165 635 35
38 619 514
88 119 703
647 184 659
904 256 924
843 729 702
306 550 189
644 353 182
7 753 725
318 461 563
379 606 4
346 749 548
65 174 43
797 822 894
211 625 525
369 212 62
224 882 324
757 701 247
826 66 991
873 149 120
234 735 167
181 98 505
559 614 320
836 110 160
128 710 413
471 880 137
896 118 999
628 877 769
160 286 83
35 758 763
640 488 486
100 473 747
45 347 875
746 876 180
714 355 803
404 371 785
826 861 944
872 918 541
647 145 438
822 128 125
143 875 390
660 695 208
78 276 140
607 446 180
535 759 321
606 13 328
33 791 598
683 915 986
408 793 46
126 848 895
908 499 123
869 649 126
839 567 723
619 728 128
281 263 623
899 696 547
61 674 850
741 80 407
523 261 947
61 379 869
86 428 424
43 813 424
329 265 889
220 519 638
918 582 105
299 465 742
10 790 803
100 715 984
331 576 841
502 2 952
543 283 288
693 23 363
187 685 600
148 864 761
500 621 84
486 174 270
880 870 648
689 914 50
313 789 908
174 72 941
413 690 864
52 611 309
450 258 275
171 440 354
648 621 933
588 113 79
717 352 559
610 780 809
626 317 874
171 557 907
455 676 19
131 337 344
489 203 230
843 138 604
326 676 189
376 791 335
317 837 735
550 542 910
754 209 737
352 187 853
409 433 420
468 781 800
121 622 720
459 298 207
58 277 429
208 656 753
907 873 412
490 508 498
29 894 776
65 774 995
660 324 994
237 883 862
720 500 698
255 118 646
484 15 760
442 749 580
470 427 581
502 917 78
479 269 749
16 297 271
371 655 923
695 306 905
873 406 764
559 697 788
640 171 118
360 750 524
486 629 359
193 899 647
338 288 923
407 144 374
233 117 533
926 277 874
351 436 616
508 409 514
309 388 503
920 847 33
924 612 276
343 220 8
921 802 829
902 43 613
895 916 447
371 493 604
374 765 947
901 104 223
300 897 55
407 452 824
93 459 973
823 675 534
888 38 247
621 296 959
662 350 146
324 106 571
591 412 346
399 863 614
270 729 350
122 194 234
428 783 883
89 163 907
93 448 748
418 177 783
451 878 585
230 204 507
420 134 475
633 173 770
244 297 348
485 569 906
176 666 980
299 534 423
290 728 923
735 98 778
520 839 880
57 828 931
544 626 254
540 418 5
81 180 152
763 902 380
396 762 907
728 373 958
273 34 825
45 113 949
340 497 320
874 568 846
776 605 285
403 602 851
14 872 81
474 575 119
276 21 800
361 785 213
24 10 878
512 519 418
417 562 59
230 803 195
907 571 435
459 516 53
681 615 19
629 232 729
699 890 467
899 96 820
481 631 112
391 283 167
514 347 365
368 217 245
225 738 178
6 832 244
487 393 790
203 380 339
391 159 164
377 666 25
390 103 548
5 40 461
349 298 976
478 404 78
88 433 416
793 733 949
772 869 549
442 711 215
351 820 14
16 257 779
909 627 877
625 627 840
698 764 36
879 585 969
922 330 124
153 35 350
764 845 450
203 147 124
479 487 317
370 58 856
860 427 111
352 557 362
714 15 285
133 751 899
813 154 253
509 619 303
900 719 875
238 383 586
240 528 835
351 144 65
660 812 802
327 883 633
273 649 90
499 486 19
762 307 15
644 80 632
904 286 900
307 817 695
585 110 157
71 344 528
278 220 164
625 615 274
556 913 147
713 741 151
311 413 986
566 578 904
800 217 670
239 659 841
8 225 13
286 492 278
788 121 606
732 749 976
598 856 782
320 256 298
447 179 343
442 853 146
181 420 222
445 798 9
471 220 653
556 547 679
744 382 440
691 173 323
168 503 912
846 72 68
298 136 906
651 793 529
360 647 965
838 425 551
705 266 543
738 293 398
263 775 211
208 456 206
649 74 544
288 276 980
19 461 977
480 6 816
548 296 891
707 457 722
345 783 800
647 838 472
56 152 205
107 809 922
523 376 497
581 486 126
705 120 472
61 152 2
299 565 204
199 508 652
270 643 611
414 301 118
423 656 321
570 298 290
915 286 567
712 132 217
335 732 488
102 805 420
802 692 665
721 732 916
462 260 811
53 691 707
780 339 717
615 359 6
198 417 716
765 463 886
467 316 43
438 554 278
297 378 892
586 162 184
584 722 689
833 298 583
280 448 139
460 302 437
473 33 225
826 495 247
42 652 252
333 902 210
120 40 262
573 107 193
70 372 993
531 90 857
620 585 142
872 230 120
632 108 975
861 797 824
184 337 286
670 202 135
845 283 868
402 25 197
628 252 776
669 216 210
895 676 725
41 731 602
49 471 425
26 242 330
505 304 789
828 803 816
10 902 58
129 627 262
577 197 357
663 571 910
47 292 877
583 490 321
640 157 917
355 244 89
66 685 169
228 599 572
144 320 675
572 293 673
220 487 138
156 512 37
51 310 243
570 139 838
475 147 161
911 21 68
904 650 812
343 516 983
186 184 431
893 811 867
227 756 792
725 265 527
842 323 403
588 23 244
262 601 727
228 724 892
20 139 419
381 323 69
798 379 20
54 232 910
753 297 979
517 341 550
404 769 82
257 434 497
416 852 62
603 629 264
19 256 720
385 546 985
656 496 344
817 853 173
17 162 950
104 297 900
854 30 574
615 385 998
696 826 594
522 432 124
819 331 494
29 3 21
647 376 438
366 307 830
231 763 751
26 258 520
469 190 204
68 154 879
526 213 753
266 761 784
858 527 5
764 533 650
889 433 706
502 40 892
156 60 676
159 468 117
250 133 142
36 627 410
812 592 234
854 274 394
281 718 647
621 721 47
274 851 508
571 245 613
290 67 249
229 94 64
899 160 436
366 800 943
548 249 777
735 145 735
568 475 526
866 97 891
734 566 303
609 412 677
132 425 246
294 215 788
688 681 581
535 837 280
374 485 523
590 774 692
440 778 250
355 287 487
456 877 836
866 80 297
486 800 702
893 72 965
425 421 647
374 70 924
718 333 544
531 595 13
778 77 423
507 439 233
48 61 135
418 602 97
571 885 62
471 129 417
513 774 481
805 214 58
727 528 245
745 840 262
337 121 786
857 218 766
811 525 900
882 595 882
67 715 564
111 314 986
918 175 639
728 734 229
64 734 158
247 731 384
30 841 566
575 823 669
468 162 515
678 686 615
917 560 477
43 773 761
614 599 571
448 782 558
97 926 930
783 389 630
919 352 620
104 289 638
346 399 763
27 641 672
448 430 159
582 915 793
398 534 936
144 264 870
205 862 910
802 523 686
357 333 319
653 335 744
304 15 186
51 135 973
857 260 651
674 899 12
214 809 817
630 863 795
417 358 778
732 329 624
71 535 505
771 903 626
637 602 663
406 296 471
393 925 397
63 333 633
884 635 923
490 523 662
262 618 146
646 287 853
297 182 489
598 52 457
163 263 619
211 472 988
773 301 899
459 420 647
703 498 416
419 283 924
433 535 839
685 336 308
185 881 665
133 472 562
53 841 390
317 19 888
904 595 528
659 262 195
230 357 322
116 404 164
866 471 486
554 273 124
484 693 95
728 190 656
150 25 910
779 677 776
280 875 384
277 741 743
226 278 501
138 278 65
417 607 38
351 664 429
402 660 95
316 601 208
360 447 885
798 4 572
539 829 957
400 870 321
368 773 859
513 757 81
215 785 260
451 440 446
583 504 863
654 847 83
378 792 814
229 25 203
26 495 348
302 380 913
313 130 306
193 558 173
215 163 90
66 788 924
780 94 560
110 695 763
129 777 903
98 60 470
767 835 729
416 255 448
188 411 649
556 477 566
317 307 352
519 705 167
33 85 364
873 227 167
747 303 475
535 243 58
122 349 980
636 692 338
323 873 139
445 51 616
558 849 138
729 704 813
193 583 310
159 770 212
436 384 644
341 545 112
771 323 829
761 246 215
539 625 639
474 444 978
707 612 764
372 342 586
592 718 763
39 263 150
632 696 166
527 16 404
454 420 1
245 20 765
476 295 436
179 549 441
16 811 767
730 408 243
652 762 893
537 657 126
214 521 521
510 754 115
67 51 794
559 693 742
739 308 964
611 420 753
329 372 229
637 284 816
607 492 961
294 557 998
560 196 78
222 519 668
275 387 918
841 158 361
599 107 15
843 803 737
562 923 784
427 667 212
79 40 576
111 456 630
458 430 982
570 794 457
728 652 747
172 400 590
165 900 202
543 415 70
105 749 406
403 203 814
317 240 832
322 553 819
436 75 116
151 261 273
793 867 324
631 45 405
8 108 89
837 645 569
11 668 219
245 162 850
443 888 587
154 414 338
375 752 573
405 225 369
837 77 670
899 870 232
380 886 364
494 723 678
75 41 871
719 21 299
81 332 467
53 156 1000
768 863 997
263 324 634
355 422 828
89 337 388
196 192 354
705 18 600
836 318 387
431 900 417
71 611 585
380 245 219
273 489 213
526 162 405
7 223 366
188 113 951
194 362 438
807 423 405
102 621 621
433 348 467
789 270 168
91 776 492
769 660 962
799 540 411
15 198 393
482 222 318
308 878 158
214 13 424
233 282 361
80 599 51
735 666 95
301 187 331
711 589 628
714 576 930
289 546 642
111 429 30
194 233 983
605 194 829
194 432 386
709 243 590
292 78 107
788 151 101
868 219 97
847 316 659
117 396 232
791 661 482
79 341 204
355 171 227
346 191 768
619 166 684
351 156 257
700 67 932
723 760 601
579 358 363
164 555 37
96 315 635
400 239 394
24 697 759
267 118 485
573 466 940
608 629 582
133 122 829
591 764 931
694 124 393
701 775 262
174 845 179
57 669 201
657 327 953
291 889 670
96 173 307
371 902 970
553 57 586
667 621 184
246 569 439
699 837 97
772 465 229
746 460 929
902 707 414
46 209 418
75 846 305
705 201 350
786 155 866
556 770 980
856 770 656
835 174 972
195 891 414
390 18 723
731 495 935
326 594 503
592 116 629
481 851 827
483 276 301
663 650 879
492 562 204
543 505 941
858 457 531
822 530 116
559 25 481
834 798 43
429 236 457
252 137 260
785 279 829
902 172 90
893 413 961
698 263 966
205 88 607
208 643 157
357 781 195
70 373 959
635 196 740
501 602 434
568 256 915
636 611 605
272 840 969
517 735 58
305 861 976
87 551 895
553 385 633
774 908 974
143 321 678
908 495 97
911 522 751
917 467 313
288 871 286
616 479 412
104 770 710
312 4 998
525 677 632
130 674 676
82 431 790
225 490 797
221 435 235
910 124 615
6 341 856
776 463 731
265 243 381
587 130 309
19 328 814
259 835 197
347 528 51
86 388 724
282 868 262
301 71 877
227 589 283
182 67 868
86 519 685
124 31 413
62 143 616
426 536 669
649 593 507
352 304 819
527 607 651
400 756 567
696 447 557
351 784 844
883 895 107
384 428 884
221 297 509
428 170 563
319 513 528
415 880 425
764 382 152
686 695 402
742 807 225
242 687 868
904 706 506
127 872 944
107 655 854
371 7 703
149 263 942
185 838 479
261 793 630
839 309 78
836 119 802
712 689 10
692 340 855
482 254 329
195 848 523
591 81 368
384 209 228
386 168 522
244 152 459
912 572 686
79 639 640
417 530 98
767 355 522
264 484 104
709 658 610
894 383 145
190 653 490
361 620 391
727 351 758
49 630 640
661 809 197
604 380 422
854 453 270
744 645 624
840 366 495
917 255 951
824 347 589
388 912 902
584 877 598
825 86 155
136 700 141
608 76 776
475 3 555
266 732 214
901 69 131
146 132 88
926 275 820
315 903 660
448 676 411
199 453 642
235 670 788
237 504 785
619 753 544
119 549 594
418 415 74
436 806 734
899 320 824
843 834 646
39 192 762
154 779 605
473 245 285
462 893 520
387 622 375
575 53 607
6 391 555
231 281 557
442 793 813
831 423 507
869 550 836
488 187 895
673 263 327
732 735 259
759 796 335
275 366 857
551 477 94
713 903 778
799 385 543
631 572 106
672 338 61
295 919 448
714 848 345
33 746 20
454 636 91
531 390 70
530 714 719
578 772 579
33 561 717
390 564 120
622 836 417
189 21 281
625 906 227
39 536 186
173 17 791
541 320 166
397 887 620
852 864 209
444 482 785
637 288 445
910 875 450
335 479 716
584 395 87
213 323 88
262 417 488
110 451 14
394 325 791
451 489 23
523 268 864
113 311 672
589 61 820
172 313 872
436 749 960
592 124 206
509 171 635
807 129 477
278 779 423
664 683 944
872 740 347
729 37 332
598 353 253
263 24 554
480 724 894
622 820 220
423 34 223
347 715 70
317 807 626
428 243 800
47 69 186
319 10 724
319 363 101
625 775 1000
363 486 707
768 324 671
356 808 857
602 348 544
550 698 865
465 71 791
894 767 94
594 378 970
723 480 695
860 160 458
231 258 209
638 750 861
525 432 398
447 774 917
761 768 700
756 545 972
265 398 49
285 42 543
738 246 49
427 358 451
340 844 51
781 93 6
684 629 157
190 423 389
725 877 476
429 307 985
784 344 543
762 483 360
547 330 778
384 740 748
357 708 679
62 906 703
353 183 109
859 837 857
392 550 624
478 335 631
339 397 843
107 192 246
895 9 529
308 560 594
287 604 688
4 178 618
420 285 234
252 198 668
393 377 810
132 257 253
870 636 224
6 493 85
717 56 156
183 649 114
434 483 817
766 571 840
66 135 402
205 857 475
621 49 216
87 280 824
924 903 930
200 275 116
223 863 265
696 204 860
491 301 733
154 872 441
22 81 637
313 524 465
237 456 855
690 51 244
145 714 132
283 677 566
20 437 105
362 680 762
700 320 310
617 848 376
269 597 288
526 205 687
776 73 980
508 82 179
804 453 456
587 581 354
621 511 865
32 851 569
409 363 125
926 477 230
351 208 219
783 518 185
904 34 358
388 794 665
688 398 645
725 394 740
540 167 625
467 251 148
315 713 136
361 74 957
606 6 224
113 881 488
363 764 604
613 432 280
423 226 459
586 54 165
338 296 714
326 228 907
613 43 467
864 698 522
245 163 490
829 42 586
798 694 902
796 880 871
740 167 371
331 465 684
795 450 333
667 504 308
399 653 903
256 512 821
380 80 172
12 603 136
763 488 940
707 353 928
314 203 138
59 704 343
489 754 592
475 454 922
217 699 422
411 488 520
96 619 532
781 539 199
631 407 719
581 715 592
563 85 42
707 378 698
481 777 756
373 139 305
445 686 72
836 115 537
623 481 597
408 517 87
715 168 450
412 903 345
517 347 82
117 477 39
615 171 193
271 557 203
537 455 141
846 614 105
369 788 545
387 525 262
670 432 902
76 83 848
204 33 745
767 867 509
591 341 111
475 46 137
439 512 362
638 7 255
458 864 716
924 766 929
559 617 154
102 165 147
549 615 838
174 133 857
609 504 212
245 441 380
737 14 117
418 811 589
748 764 172
1 253 223
518 774 195
510 719 767
457 537 157
422 861 95
700 369 450
143 114 115
915 238 265
128 120 506
418 436 248
543 459 487
847 505 384
471 52 849
314 529 275
919 852 875
134 173 783
814 746 87
16 474 685
69 610 439
173 245 406
739 872 413
867 567 196
32 244 598
375 409 337
891 351 733
200 107 704
43 677 851
412 144 799
177 506 503
863 578 760
67 593 22
357 563 204
96 375 377
550 662 981
31 647 602
646 588 355
322 71 261
551 189 246
524 847 183
93 624 906
924 855 433
816 642 256
313 794 424
280 376 976
351 86 956
636 442 857
6 87 239
801 643 335
197 451 442
311 637 399
255 177 916
611 194 347
551 482 340
164 261 177
375 432 453
779 228 336
231 690 709
641 242 81
627 343 725
561 102 929
342 428 828
812 627 649
35 177 379
629 723 379
466 104 426
690 424 3
859 117 355
780 895 763
729 879 187
559 276 422
806 175 345
605 909 146
317 477 624
820 778 437
494 875 17
436 746 343
377 80 754
783 260 942
613 828 35
787 612 473
699 402 239
79 863 58
468 539 655
336 185 191
319 423 909
632 845 849
377 573 905
769 788 437
754 850 515
898 861 759
889 469 115
491 409 559
289 668 465
693 133 79
88 242 874
289 294 91
574 585 244
498 626 536
467 170 146
585 615 711
114 298 42
469 454 762
426 360 85
532 147 640
771 209 159
273 194 894
200 531 120
41 583 38
397 385 550
870 530 999
457 619 900
437 718 821
273 410 354
734 773 390
513 87 856
549 520 421
195 569 85
759 770 185
9 538 52
235 163 545
718 843 245
183 54 825
240 31 340
371 226 706
347 914 404
250 474 963
33 524 347
456 797 97
519 571 589
720 821 787
531 543 340
511 737 943
777 54 654
578 691 701
191 507 432
302 423 164
75 335 296
438 70 960
207 315 447
184 525 395
99 902 364
385 757 752
515 570 654
87 873 433
63 808 369
684 250 271
190 705 38
116 431 656
881 387 904
554 481 269
290 922 783
363 831 387
604 540 815
801 438 525
814 114 834
186 33 482
688 237 29
315 273 541
305 546 473
347 849 785
346 675 697
671 185 597
169 225 413
568 146 121
491 525 37
595 766 22
577 149 669
165 819 948
18 863 718
714 443 980
25 720 322
537 68 33
469 270 395
471 376 107
595 765 287
26 440 345
62 96 899
407 275 317
417 107 520
12 666 185
923 775 79
467 269 588
549 910 276
625 859 942
381 371 260
673 288 494
66 363 10
59 632 40
427 391 683
479 361 544
515 320 482
240 49 571
642 440 180
181 865 277
195 593 481
348 787 153
135 836 400
853 840 309
738 32 246
216 33 24
154 74 360
283 416 658
810 747 106
387 459 667
875 207 496
317 892 617
568 774 681
278 118 640
447 127 644
399 581 443
175 350 488
572 456 301
205 105 218
578 900 651
583 68 297
173 581 508
276 239 566
769 452 982
679 639 110
229 671 677
34 580 558
157 387 207
156 423 527
35 306 734
530 867 582
280 771 668
400 15 26
299 333 940
456 785 612
887 635 366
689 355 754
55 747 502
345 734 90
455 535 331
118 281 898
901 726 273
568 535 382
322 694 620
526 667 686
237 332 490
166 796 161
901 694 123
43 663 831
126 710 572
726 340 760
466 908 300
863 453 520
160 819 69
148 216 863
786 422 37
751 356 371
111 899 615
846 242 735
388 451 995
460 704 365
49 398 614
187 522 716
593 195 978
71 805 157
256 173 924
33 192 581
919 745 729
334 674 141
787 446 580
417 348 334
300 674 989
611 544 703
102 664 431
195 516 178
405 13 581
377 878 502
888 699 946
241 814 971
505 220 780
306 570 272
719 225 417
319 161 500
542 526 709
196 87 750
851 191 542
233 303 640
217 277 572
219 816 804
804 563 140
53 738 540
653 376 32
37 711 653
99 378 941
264 806 65
69 361 757
817 856 189
79 627 195
355 775 24
534 726 108
637 541 867
667 857 298
210 221 233
362 437 114
720 884 382
330 914 559
563 431 844
623 387 204
902 87 628
354 74 158
126 858 515
920 117 20
360 862 872
465 439 824
451 782 600
357 309 84
923 322 380
679 59 840
523 72 235
893 892 357
558 563 333
283 599 822
875 612 176
444 482 983
495 756 143
439 549 202
766 820 668
513 193 533
15 746 638
114 626 626
4 206 254
831 204 134
352 59 103
336 284 847
403 689 935
710 388 395
357 367 346
635 714 70
905 766 286
227 546 914
100 714 298
474 380 453
836 599 506
162 9 265
577 210 254
715 680 146
381 868 176
289 358 557
20 260 194
326 107 987
417 7 609
88 497 440
261 663 141
351 20 348
458 594 464
586 580 16
13 540 310
625 240 470
797 350 480
73 210 640
324 456 364
596 16 967
405 544 39
473 835 14
380 264 138
449 266 183
848 52 408
244 128 439
465 329 352
817 439 593
247 602 429
218 842 365
735 323 37
218 887 951
495 658 456
838 750 191
662 562 447
763 848 334
386 792 344
136 137 426
551 580 632
782 374 182
674 216 916
735 109 539
560 113 139
104 28 90
681 480 585
571 893 612
42 305 611
416 77 599
123 682 296
319 716 160
366 215 114
335 87 975
399 926 431
259 267 994
830 463 978
420 650 571
651 304 789
40 419 934
674 55 865
737 260 176
588 545 919
539 141 905
494 651 496
673 654 80
147 797 741
693 762 486
654 121 965
55 907 304
516 194 500
720 793 275
462 740 856
786 307 504
604 371 608
823 366 172
468 649 583
286 535 724
524 390 670
842 283 338
677 597 766
825 913 3
671 27 817
449 609 962
787 549 316
493 12 68
36 539 839
599 874 913
367 243 735
191 570 233
872 824 22
21 9 946
41 803 683
715 276 446
201 293 528
647 313 863
97 124 535
579 786 479
124 396 33
500 650 855
242 619 11
120 662 849
423 195 197
781 672 781
675 126 499
170 712 30
34 104 575
518 636 845
713 390 578
510 411 69
577 71 335
569 817 350
535 265 742
220 78 381
138 830 634
244 361 120
924 381 896
395 78 104
228 559 736
292 540 138
664 667 1000
78 385 482
176 170 475
191 326 537
247 171 732
373 884 350
504 180 366
459 314 329
350 842 262
308 800 505
65 856 214
145 638 961
187 646 555
618 827 909
260 864 707
858 562 895
65 114 354
277 57 322
454 514 450
731 14 591
504 430 833
763 239 694
363 381 8
748 462 726
522 18 640
910 52 637
642 615 62
837 687 786
75 446 721
5 737 848
345 379 551
366 660 311
507 172 864
91 242 122
749 391 832
95 790 849
288 660 921
102 634 166
716 859 22
259 59 110
131 358 99
765 671 981
631 472 296
434 836 356
280 809 963
113 861 860
169 845 186
866 238 407
324 260 948
598 727 764
535 41 781
727 652 197
339 147 759
641 642 732
736 901 110
807 730 23
70 328 46
336 835 727
24 598 299
906 30 185
353 301 905
9 812 719
147 39 794
41 814 181
125 209 585
595 552 715
708 342 155
368 909 975
849 482 957
475 202 168
510 244 708
522 251 295
79 72 800
909 349 411
835 616 156
696 795 525
682 306 621
664 529 26
59 482 754
905 926 906
45 579 496
20 573 469
609 245 516
84 621 565
220 115 10
1 146 904
185 206 850
908 92 74
739 21 751
662 585 632
104 777 70
478 73 328
71 214 509
219 132 937
842 470 135
443 144 193
712 851 686
315 184 682
505 492 472
607 852 165
413 89 7
515 445 796
174 884 582
815 591 445
859 480 586
730 362 658
611 581 771
580 249 552
71 457 809
417 476 84
33 248 183
307 464 552
514 675 643
857 740 420
277 32 344
270 851 197
595 140 342
847 518 563
72 214 894
369 606 618
280 555 727
714 887 685
372 341 188
544 23 863
226 815 794
250 493 578
916 797 455
147 764 561
668 803 700
905 36 10
151 103 118
721 784 334
724 137 727
530 22 141
889 443 790
428 127 804
741 328 284
505 136 499
207 457 684
460 851 959
103 577 173
254 141 364
628 660 385
545 697 596
410 489 904
653 433 404
645 685 967
619 905 172
431 97 217
78 909 645
191 78 887
622 416 602
423 766 811
889 550 440
654 733 764
94 731 299
631 193 838
257 441 707
863 617 347
188 76 674
40 273 853
27 725 56
138 652 360
919 917 218
624 668 205
552 182 768
349 640 687
116 851 482
457 344 584
62 152 124
617 294 450
305 665 403
882 361 609
894 129 184
860 661 908
416 578 494
238 905 642
691 76 339
266 707 527
573 683 401
6 585 302
8 755 168
541 860 906
91 182 796
266 279 917
19 436 695
784 492 393
509 151 454
423 808 284
992 1954
850 958 538
129 585 590
136 427 152
988 218 338
748 349 159
966 932 272
760 866 933
549 863 770
922 847 955
893 493 896
582 284 846
407 482 492
710 972 229
716 759 692
639 724 250
271 891 688
712 272 173
196 63 93
634 307 442
542 25 153
333 572 671
499 407 353
392 673 786
9 583 4
153 386 956
108 268 119
68 50 104
832 924 273
582 252 789
955 663 163
550 256 437
684 498 32
155 56 532
765 402 814
523 741 295
983 213 259
70 375 731
447 881 983
38 782 41
626 927 401
804 45 540
535 794 909
974 440 791
683 332 565
802 29 125
423 728 518
768 540 518
363 146 144
456 820 43
538 755 194
549 49 264
145 759 549
528 72 883
889 154 194
375 161 235
416 819 596
371 658 74
959 790 81
200 937 119
164 107 608
852 171 493
970 59 797
13 526 980
122 505 286
676 474 570
771 514 119
234 622 964
704 146 705
812 578 987
341 716 190
836 709 923
187 732 183
459 308 531
55 81 704
840 569 746
152 619 10
685 232 946
185 249 616
828 572 487
293 110 494
802 853 798
339 836 659
230 804 33
237 768 174
695 475 226
377 875 555
470 436 519
771 862 575
854 771 384
544 504 810
780 640 596
179 326 192
493 91 456
699 268 210
229 162 121
560 116 452
183 865 455
780 930 297
434 613 900
243 485 128
205 174 362
436 313 461
965 508 258
281 264 412
946 617 155
192 868 240
246 410 184
449 743 910
318 724 988
190 62 492
35 599 76
402 46 544
131 826 975
992 985 305
382 589 646
898 811 569
920 890 731
616 896 968
574 368 564
644 316 777
401 657 676
65 26 532
131 843 891
674 411 967
891 77 800
268 622 213
176 928 101
513 451 244
599 252 273
934 622 156
7 599 912
537 786 270
584 649 379
448 552 214
640 69 110
510 635 337
389 887 440
222 568 717
38 776 355
355 779 756
14 492 681
198 151 262
115 522 94
850 211 60
413 684 901
848 317 625
55 552 341
955 811 439
183 146 595
525 586 646
29 211 821
929 801 154
667 421 53
274 988 20
773 190 279
712 796 701
436 98 424
84 92 627
461 506 662
568 297 154
261 967 600
627 457 386
800 407 42
597 384 479
229 441 74
229 932 967
854 10 159
258 870 486
67 843 489
503 558 741
915 507 204
556 66 926
666 27 490
661 218 324
302 989 997
105 397 801
222 946 71
162 21 807
252 855 113
617 425 391
384 753 572
107 659 466
163 447 721
746 140 458
155 243 641
545 712 79
882 29 129
540 319 634
740 341 287
589 590 413
746 32 50
867 165 232
13 76 736
289 611 927
72 482 933
114 399 571
28 407 79
839 784 317
226 506 795
75 425 197
129 61 899
362 193 142
185 341 97
443 448 259
786 134 942
293 357 929
87 969 593
453 125 999
800 485 436
721 13 858
755 296 590
988 576 745
35 367 132
779 910 103
942 823 764
659 475 134
547 558 968
288 458 801
279 283 169
369 668 282
663 253 718
667 666 724
674 506 782
337 294 849
482 486 510
220 94 99
815 208 830
185 605 754
382 982 363
261 494 416
411 670 528
835 710 765
692 272 628
147 593 569
483 515 254
67 44 965
323 837 841
570 899 618
493 948 814
409 936 259
620 340 13
858 125 324
563 546 206
702 831 534
413 171 231
1 425 943
191 646 446
760 799 372
319 128 245
563 128 239
952 772 542
193 477 353
320 324 32
833 977 649
583 387 995
156 623 430
127 405 389
686 254 659
695 432 286
421 496 963
469 957 959
255 904 968
221 343 624
851 419 287
936 63 810
480 23 594
357 373 928
746 64 743
601 187 864
219 715 66
806 461 272
460 792 392
306 970 273
554 373 387
393 233 338
232 763 712
582 877 87
327 773 154
114 728 918
927 523 850
326 263 8
464 88 797
810 438 316
375 521 648
13 713 643
361 615 826
440 785 126
323 108 377
796 752 424
319 567 121
875 390 977
240 608 237
864 808 571
760 663 24
547 523 511
631 55 219
619 644 835
167 739 880
270 709 116
37 89 776
193 160 89
300 173 873
841 703 94
345 806 71
910 931 689
160 620 184
986 504 334
139 716 909
541 244 303
893 658 148
856 450 300
851 178 22
907 616 944
255 896 301
428 569 922
973 626 889
410 330 527
774 635 801
826 260 545
9 113 472
371 46 59
503 382 515
731 689 438
846 409 494
770 393 39
970 585 694
586 739 880
458 228 803
270 233 452
801 835 347
507 991 749
220 958 766
774 778 329
198 694 777
757 308 429
31 799 191
623 537 854
838 570 927
599 451 515
153 917 560
222 555 388
924 675 952
131 155 57
13 76 373
550 329 460
666 456 78
932 754 631
928 917 117
273 164 208
706 204 754
155 876 29
620 855 95
778 420 160
247 71 868
27 202 661
470 587 404
669 721 237
866 405 463
284 664 162
724 73 8
420 970 838
94 440 923
301 475 496
761 43 685
118 870 586
787 559 331
524 578 996
799 593 367
291 223 590
623 31 99
762 57 687
197 669 429
897 559 241
665 748 427
301 463 631
778 3 927
976 549 692
945 248 651
706 284 404
392 527 116
652 481 127
327 267 296
11 667 368
59 267 588
497 247 377
707 172 670
920 875 479
537 823 229
699 262 559
749 932 689
584 663 106
